HOME_WON,H_ELO,A_ELO,H_NB_WIN,A_NB_WIN,H_PCT_3PT_L10,A_PCT_3PT_L10,H_PCT_LANCER_FRANC_L10,A_PCT_LANCER_FRANC_L10,H_PCT_TIR_REUSSI_L10,A_PCT_TIR_REUSSI_L10,H_PIE_L10,A_PIE_L10,H_assistPercentage_L10,A_assistPercentage_L10,H_assistRatio_L10,A_assistRatio_L10,H_assistToTurnover_L10,A_assistToTurnover_L10,H_defensiveRating_L10,A_defensiveRating_L10,H_effectiveFieldGoalPercentage_L10,A_effectiveFieldGoalPercentage_L10,H_estimatedDefensiveRating_L10,A_estimatedDefensiveRating_L10,H_estimatedNetRating_L10,A_estimatedNetRating_L10,H_estimatedOffensiveRating_L10,A_estimatedOffensiveRating_L10,H_estimatedPace_L10,A_estimatedPace_L10,H_estimatedTeamTurnoverPercentage_L10,A_estimatedTeamTurnoverPercentage_L10,H_netRating_L10,A_netRating_L10,H_offensiveRating_L10,A_offensiveRating_L10,H_pacePer40_L10,A_pacePer40_L10,H_pace_L10,A_pace_L10,H_trueShootingPercentage_L10,A_trueShootingPercentage_L10,H_turnoverRatio_L10,A_turnoverRatio_L10
1,1556.922262,1461.307952,5,6,0.3943,0.3677,0.8024000000000001,0.7832000000000001,0.4942999999999999,0.4691000000000001,0.4984999999999999,0.4921,0.6555000000000001,0.428,19.92,13.3,2.225,1.271,111.96,108.1,0.5504,0.5204,110.11,106.83,-0.2199999999999995,1.7399999999999998,109.89,108.58,95.798,95.284,13.5444,13.8116,-0.8200000000000001,2.03,111.13,110.14,78.70800000000001,78.334,94.45,94.0,0.5904,0.5645,13.73,14.060000000000002
1,1626.044041,1530.140448,6,7,0.3515999999999999,0.4191,0.7592,0.7946000000000001,0.4641999999999999,0.5011,0.525,0.5178,0.5293,0.5797000000000001,16.0,18.62,1.574,2.025,104.23000000000002,114.25,0.5239,0.5885999999999999,104.4,111.63,4.220000000000001,5.42,108.62,117.04,98.522,98.586,14.3641,12.8007,6.839999999999999,3.1699999999999995,111.09,117.4,81.25,81.041,97.5,97.25,0.5589999999999999,0.6219,14.71,12.830000000000002
0,1552.582708,1508.043356,6,5,0.3407999999999999,0.3704999999999999,0.7801,0.6912,0.4542,0.4665,0.478,0.4964,0.61,0.5780000000000001,18.05,17.35,2.231,1.954,112.7,109.99,0.4995999999999999,0.5298,110.83,109.13,-5.309999999999999,-2.39,105.51,106.72,97.796,97.771,12.4821,13.178999999999998,-4.9700000000000015,-0.96,107.74,109.05,79.94900000000001,80.26100000000001,95.939,96.314,0.5375,0.5559000000000001,12.77,13.44
0,1465.536288,1521.416664,5,3,0.3883,0.338,0.7604,0.85,0.4757999999999999,0.4246999999999999,0.488,0.4875999999999999,0.6173,0.5929,18.840000000000003,16.46,1.85,1.834,113.06000000000002,106.78,0.5513,0.4944,112.91,103.76999999999998,0.6400000000000002,-1.2299999999999998,113.55,102.54,99.884,99.522,14.6544,13.255200000000002,1.7799999999999998,-3.53,114.84999999999998,103.24,82.75000000000001,81.41999999999999,99.3,97.705,0.5785,0.5416,14.82,13.35
1,1573.779692,1625.934989,7,6,0.3576,0.3555,0.7686000000000001,0.7834000000000001,0.4427,0.4453,0.5199,0.5222,0.6215999999999999,0.5751000000000001,17.31,16.1,1.961,1.599,106.41,106.24,0.5322,0.5031,104.83,104.52,9.42,4.35,114.25,108.89,104.227,95.768,12.877,14.215300000000004,10.07,4.42,116.47,110.65,85.326,78.417,102.391,94.1,0.5791999999999999,0.5556,13.11,14.5
1,1517.012055,1712.821776,8,6,0.3471,0.3598,0.7882999999999999,0.8009999999999999,0.453,0.4965,0.5444000000000001,0.5689,0.5683999999999999,0.584,16.750000000000004,18.410000000000004,1.625,2.086,99.91,108.28,0.5002000000000001,0.5374,98.22,105.73999999999998,6.739999999999999,8.72,104.98000000000002,114.47,96.29,97.47400000000002,14.7555,13.132,7.300000000000002,6.28,107.2,114.56999999999998,78.695,80.209,94.436,96.25,0.5413,0.5816,15.139999999999995,13.139999999999995
1,1268.038113,1481.255129,3,1,0.3915,0.3346,0.7505000000000001,0.7548,0.4582,0.4470999999999999,0.4707999999999999,0.4483,0.4856999999999999,0.5708,14.3,15.96,1.246,1.267,113.35,110.1,0.5184000000000001,0.5096,111.56,109.5,-4.57,-8.459999999999999,107.0,101.04999999999998,97.73999999999998,102.547,15.5271,16.950799999999997,-4.709999999999999,-7.609999999999999,108.64,102.48000000000002,80.116,84.575,96.141,101.491,0.5581,0.55,15.78,17.169999999999998
0,1497.563795,1489.118991,4,2,0.3292,0.3829999999999999,0.7268999999999999,0.8366,0.4589999999999999,0.4740999999999999,0.4902999999999999,0.4793999999999999,0.5803,0.6094999999999999,16.47,18.37,1.604,1.806,108.71,117.11,0.5094,0.5272,108.16,115.62,-5.15,-6.840000000000001,103.03,108.77,99.007,96.036,14.977900000000002,14.2835,-4.17,-7.12,104.54,110.00000000000004,81.66799999999999,78.99999999999999,98.0,94.8,0.5519000000000001,0.569,15.2,14.439999999999998
0,1756.405598,1408.005529,3,7,0.3795,0.3579,0.7904,0.8276,0.4641,0.4827000000000001,0.5,0.5705,0.5275000000000001,0.7115,16.13,21.06,1.614,2.396,112.22,104.05,0.5166999999999999,0.5458999999999999,110.79,100.62,-4.46,11.31,106.36,111.91,98.688,103.44,14.2335,13.0887,-3.9900000000000007,8.55,108.25,112.60000000000002,80.958,84.417,97.15,101.3,0.5587,0.5873,14.470000000000002,13.16
1,1593.405822,1393.210174,4,7,0.3396,0.3754,0.7851,0.7907,0.4836999999999999,0.4701000000000001,0.4992,0.5239999999999999,0.5514,0.6236,16.89,18.18,1.509,1.89,109.72,107.34,0.5239,0.5463,108.16,104.18,-1.419999999999999,5.16,106.74,109.35,103.498,99.522,15.8435,14.1827,-0.2099999999999992,3.95,109.51000000000002,111.28,84.451,80.918,101.339,97.1,0.5658000000000001,0.5873999999999999,16.3,14.51
1,1384.939896,1594.304658,6,3,0.398,0.3006,0.7959,0.7824,0.462,0.4347,0.5120000000000001,0.4442,0.6241000000000001,0.5386,18.14,15.169999999999998,1.858,1.413,107.62,108.99,0.5211,0.4723,105.87,107.0,2.8999999999999995,-8.78,108.8,98.22,100.924,100.34599999999998,14.1648,14.6815,2.7,-9.58,110.31,99.4,82.83000000000001,82.33500000000001,99.399,98.8,0.5641999999999999,0.5194,14.38,14.889999999999995
0,1571.981375,1415.049643,5,5,0.3978,0.3706,0.8074999999999999,0.758,0.4593,0.4589,0.4835999999999999,0.5186,0.6062000000000001,0.5432000000000001,17.439999999999998,16.049999999999997,1.381,1.6829999999999998,106.61,104.97,0.5208,0.5164,105.9,103.39,-3.77,2.88,102.13,106.25,97.422,95.582,16.8426,14.4677,-3.08,3.210000000000001,103.52,108.17,80.335,78.285,96.4,93.942,0.5576,0.5538000000000001,17.1,14.73
1,1546.072491,1474.302397,5,5,0.3581,0.3545,0.8150999999999999,0.7635,0.4577999999999999,0.4424,0.5149,0.4842000000000001,0.5737,0.4719,17.16,13.79,1.902,1.269,103.26,109.85,0.5195000000000001,0.4942,102.91,107.64,1.82,-1.14,104.73,106.48,94.374,102.352,13.5304,14.6918,2.670000000000001,-0.2099999999999998,105.93,109.66,78.036,83.25,93.642,99.9,0.5562,0.54,13.7,15.1
0,1415.787383,1339.502817,2,4,0.3302,0.3299999999999999,0.709,0.7798,0.4378,0.4587999999999999,0.4219,0.4932999999999999,0.546,0.5610999999999999,15.63,15.87,1.514,1.299,111.83,107.59,0.493,0.5103000000000001,110.5,106.02,-9.65,-4.28,100.84,101.71,103.31,99.614,14.469399999999998,15.9678,-9.81,-4.0600000000000005,102.01,103.51000000000002,85.001,81.57000000000001,102.0,97.886,0.5269,0.5574000000000001,14.63,16.27
0,1469.585486,1370.238757,5,6,0.3326,0.3765,0.7834000000000001,0.8279,0.4548,0.4915,0.485,0.5083,0.5885999999999999,0.6431,16.85,19.69,1.454,2.354,110.24,110.64,0.5096999999999999,0.5468,107.8,109.19,-4.2700000000000005,1.7900000000000005,103.53,110.98,105.47,95.782,16.422199999999997,12.7583,-4.87,2.03,105.38,112.66,86.124,78.66600000000001,103.35,94.4,0.5518,0.5896000000000001,16.73,12.98
0,1405.294942,1384.005481,3,3,0.3147,0.378,0.7562999999999999,0.7916,0.4494999999999999,0.466,0.4559999999999999,0.5042,0.512,0.5305000000000001,15.02,16.309999999999995,1.399,1.634,109.45,112.26999999999998,0.4905000000000001,0.5184999999999998,107.57,110.88,-6.709999999999998,-3.78,100.85,107.13,100.304,97.78600000000002,14.7526,14.2778,-6.999999999999998,-3.3600000000000003,102.44,108.93,82.21000000000001,80.29100000000001,98.65,96.35,0.5303,0.5592,15.01,14.5
0,1550.626416,1605.558074,6,6,0.4154,0.3712,0.7634,0.7703,0.4942,0.4688,0.4995999999999999,0.5303,0.5846,0.5166999999999999,18.48,15.88,1.91,1.612,115.79,105.00000000000004,0.5798,0.5323,113.18,105.11,1.0699999999999996,5.9,114.25,111.01000000000002,97.552,98.07000000000002,13.604500000000002,13.9281,-1.37,7.909999999999999,114.41,112.92,80.24999999999999,81.042,96.3,97.25,0.6094999999999999,0.5669000000000001,13.62,14.19
0,1759.116185,1483.634229,4,7,0.3272,0.3414,0.7163,0.8179000000000001,0.4586,0.4717,0.5069,0.5551999999999999,0.5936,0.6869000000000001,16.75,20.08,1.611,2.374,105.98999999999998,105.93,0.5108,0.5334,105.36,102.27,-2.4200000000000004,8.969999999999999,102.96,111.22,99.201,103.092,15.2737,12.612799999999998,-1.5700000000000005,6.159999999999999,104.42,112.09,81.835,84.00000000000001,98.2,100.8,0.5509999999999999,0.5766,15.489999999999998,12.7
1,1495.465143,1491.496051,6,5,0.3065,0.3444999999999999,0.6871,0.7906000000000001,0.4486,0.4432999999999999,0.4854,0.4716,0.5046,0.6355000000000001,15.43,18.25,2.054,2.1050000000000004,105.24,111.82,0.4907,0.4886,103.19,110.08,1.0100000000000002,-7.0,104.2,103.08,99.016,97.954,11.247700000000002,13.5996,1.23,-6.69,106.47,105.15,80.77600000000001,80.158,96.932,96.189,0.5176000000000001,0.5279,11.47,13.9
0,1265.1279,1566.721446,5,1,0.3484,0.3431,0.7655000000000001,0.7397,0.4479999999999999,0.4572999999999999,0.5102,0.4451999999999999,0.5824999999999999,0.5647000000000001,16.490000000000002,16.279999999999998,1.629,1.352,107.42,113.07,0.5035000000000001,0.5194000000000001,106.28,111.84,1.4099999999999997,-8.620000000000001,107.71,103.23,96.636,102.653,14.389800000000005,16.1634,2.26,-8.12,109.67,104.93999999999998,79.251,84.36699999999999,95.1,101.241,0.5496,0.5563,14.7,16.41
1,1567.424049,1480.391321,3,9,0.3558,0.4091,0.8285,0.7726,0.4795,0.4874999999999999,0.481,0.5539999999999999,0.5984,0.4779,18.0,15.16,2.011,1.513,118.52,104.4,0.5226,0.5489,116.15,102.1,-4.390000000000001,12.11,111.75,114.21,97.716,98.54,13.2162,13.6086,-4.63,10.5,113.89,114.92,79.86800000000001,80.917,95.841,97.1,0.5738000000000001,0.5866,13.48,13.73
1,1503.048557,1482.38127,3,3,0.3704,0.3765,0.8496,0.8090999999999999,0.4311,0.469,0.4920999999999999,0.4851999999999999,0.6064,0.6195999999999999,17.06,18.42,1.98,1.766,107.92,114.1,0.5062,0.5238,104.95,112.62,-0.1399999999999998,-5.319999999999999,104.81000000000002,107.28000000000002,97.746,95.486,13.2805,14.6733,-2.87,-5.73,105.04,108.38,80.17,78.584,96.205,94.3,0.5506,0.562,13.35,14.820000000000002
1,1632.993235,1714.918391,9,8,0.351,0.3749999999999999,0.7952,0.7678,0.4568,0.4551,0.5631999999999999,0.5368999999999999,0.5738000000000001,0.6314,17.02,17.79,1.6830000000000005,1.929,99.24,106.66,0.5048000000000001,0.5491,97.27,104.94,9.62,12.02,106.92,116.96,96.107,103.349,14.276,13.4861,9.54,12.029999999999998,108.77,118.68,78.61699999999999,84.74300000000001,94.343,101.691,0.5466,0.5945,14.57,13.670000000000002
1,1411.811661,1504.571681,5,5,0.3888,0.4056,0.7825,0.795,0.4808,0.4591999999999999,0.4924,0.4856,0.6131,0.5961000000000001,18.79,17.219999999999995,1.762,1.4070000000000005,113.04,105.33,0.5554,0.5185,113.58,104.66,0.1500000000000003,-2.9799999999999995,113.73,101.67,99.15,97.211,15.034300000000002,16.3375,2.2,-2.3999999999999995,115.25,102.91,82.29100000000001,80.212,98.75,96.252,0.586,0.5548000000000001,15.23,16.57
1,1425.673027,1575.219357,5,5,0.3571,0.3467,0.7436999999999999,0.7724,0.45,0.4537,0.5046999999999999,0.5123,0.5496000000000001,0.5764,15.85,16.07,1.541,1.345,105.87,103.59,0.5050000000000001,0.5071,104.31,101.76,-1.0699999999999998,0.0300000000000004,103.22,101.77,95.443,100.652,14.957400000000002,15.829999999999998,-0.3100000000000004,0.2299999999999998,105.55,103.8,78.03699999999999,82.237,93.644,98.686,0.5425,0.5543,15.27,16.16
1,1585.622305,1565.160921,6,6,0.3574,0.3772,0.7058000000000001,0.7817000000000001,0.4679999999999999,0.4593000000000001,0.5036,0.5175,0.5697000000000001,0.6306999999999999,17.11,17.86,1.83,1.7380000000000002,107.28,106.45,0.5277000000000001,0.5378000000000001,106.33,102.93000000000002,-0.1000000000000007,4.3500000000000005,106.22,107.29,97.629,100.298,13.733,14.7214,1.1399999999999992,2.7300000000000004,108.43999999999998,109.17,80.136,81.418,96.164,97.7,0.5551000000000001,0.5808000000000001,13.98,15.05
0,1484.165341,1533.9738,5,4,0.3386,0.4255,0.7621,0.7482000000000001,0.444,0.4697,0.4703,0.4814999999999999,0.4795,0.5048999999999999,13.95,15.1,1.29,1.291,110.35,113.57,0.4931,0.5341000000000001,108.86,111.37,-2.849999999999999,-2.8,105.98999999999998,108.57,102.51399999999998,98.602,14.519,15.833700000000002,-1.2199999999999993,-3.09,109.15,110.48,83.66699999999999,80.616,100.4,96.741,0.5403999999999999,0.5723,14.919999999999998,16.12
1,1329.617173,1486.401088,6,2,0.3431999999999999,0.3291,0.812,0.7091999999999999,0.4573,0.4442,0.5252,0.4223,0.5875999999999999,0.5389999999999999,17.65,15.54,1.973,1.402,100.4,111.15000000000002,0.5151,0.4979999999999999,99.89,109.62,3.6599999999999993,-9.85,103.55,99.75,94.654,103.42199999999998,13.6194,15.711099999999998,4.23,-10.010000000000002,104.63,101.13,78.245,84.91799999999999,93.892,101.9,0.5487000000000001,0.5303000000000001,13.779999999999998,15.91
0,1595.239073,1400.993691,5,7,0.3379,0.4104,0.7835,0.7994,0.4951,0.4596,0.5165999999999998,0.5175000000000001,0.5447000000000001,0.6328,17.11,18.23,1.573,1.833,108.65,106.89,0.5345000000000001,0.5213,107.26,104.88,0.6199999999999999,4.01,107.88000000000002,108.92,104.054,100.45900000000002,15.2763,14.3646,2.1700000000000004,3.3800000000000003,110.82,110.26,84.909,82.407,101.889,98.891,0.5729,0.5656000000000001,15.720000000000002,14.56
1,1486.740816,1372.157725,3,5,0.3188,0.3563999999999999,0.7529999999999999,0.8074,0.4488999999999999,0.4441,0.4569,0.4803,0.5028,0.6297,14.78,18.17,1.4010000000000002,2.148000000000001,109.28,110.87,0.4918,0.492,107.33,108.76999999999998,-5.82,-4.88,101.49,103.88,99.516,97.652,14.5287,13.155,-5.76,-5.029999999999999,103.51,105.86,81.376,79.82499999999999,97.65,95.789,0.5315000000000001,0.5336,14.84,13.43
1,1297.978155,1479.383531,3,2,0.344,0.3565,0.704,0.7375999999999999,0.4543999999999999,0.4654,0.4902999999999999,0.4533999999999999,0.5776,0.5390000000000001,15.999999999999996,15.71,1.429,1.3019999999999998,106.96,113.6,0.5103,0.5300999999999999,106.51000000000002,112.4,-4.250000000000001,-6.74,102.28,105.67,99.309,101.797,16.060699999999997,16.2205,-3.74,-6.76,103.22000000000004,106.83,82.16799999999999,83.90899999999999,98.6,100.691,0.551,0.5681,16.220000000000002,16.380000000000003
1,1490.867163,1565.328043,6,4,0.3864999999999999,0.3751,0.7655000000000001,0.8472,0.4671,0.4282999999999999,0.5282,0.4999,0.5367,0.5961000000000001,16.45,16.83,1.786,2.037,105.42,106.79,0.5355000000000001,0.5051,105.37,104.17,5.989999999999999,2.04,111.36,106.21,97.638,96.726,13.3822,12.421200000000002,7.739999999999999,-0.1799999999999997,113.16,106.6,80.667,79.42,96.8,95.305,0.5681,0.5509999999999999,13.62,12.489999999999998
1,1417.142698,1482.478092,7,4,0.3903,0.3913,0.8240000000000001,0.8046999999999999,0.4883,0.4625,0.5182,0.5105,0.6439000000000001,0.5412,19.790000000000003,16.43,2.406,1.715,108.88,111.42,0.5467000000000001,0.5142,107.46,109.9,4.19,-2.4500000000000006,111.64,107.47,95.088,97.368,12.3988,14.021,4.31,-2.22,113.17,109.22,78.16600000000001,79.91600000000001,93.8,95.9,0.587,0.5592,12.58,14.24
0,1548.644728,1423.419361,4,5,0.329,0.3593,0.7705,0.7785,0.4293999999999999,0.4669999999999999,0.4992999999999999,0.4869,0.5697000000000001,0.4363,15.320000000000002,13.46,1.296,1.256,102.03,107.96,0.4808,0.5169,100.14,106.43,-2.18,0.0799999999999998,97.95,106.51000000000002,100.48,94.896,15.7493,13.9679,-1.81,0.2099999999999998,100.22,108.18,81.946,77.87500000000001,98.336,93.45,0.5292,0.5596,16.15,14.23
0,1577.473023,1630.801957,7,6,0.3737,0.3493,0.7821999999999999,0.7413,0.4568,0.4448,0.5337,0.5138,0.6232,0.5314,17.630000000000003,15.3,1.887,1.501,106.93,103.63,0.5505,0.4984,105.5,101.93,11.7,0.3599999999999996,117.2,102.27,103.28,95.769,13.6185,14.9167,11.77,0.7999999999999998,118.7,104.41,84.876,78.29400000000001,101.85,93.952,0.5966,0.5359,13.779999999999998,15.19
1,1574.53225,1514.91544,6,6,0.3393,0.3624,0.7950999999999999,0.6996,0.482,0.4725,0.5648000000000001,0.5125,0.5945,0.5798,18.17,17.279999999999998,1.9919999999999995,1.807,105.75,105.85,0.5221000000000001,0.533,103.43,105.04,8.110000000000001,1.19,111.56,106.23999999999998,97.013,97.489,13.765800000000002,13.9647,5.66,2.26,111.42,108.14,79.964,80.178,95.957,96.214,0.5660000000000001,0.56,13.760000000000002,14.179999999999998
1,1500.220379,1494.562664,3,6,0.3975,0.3101,0.7891,0.6896,0.4658,0.4448999999999999,0.4827999999999999,0.481,0.6335999999999999,0.4997000000000001,18.61,15.3,1.6829999999999998,2.212,113.42,105.71,0.5258,0.4883,111.82,104.01,-5.739999999999999,0.1900000000000002,106.07,104.2,94.924,97.668,15.301999999999998,10.5817,-6.51,0.9200000000000004,106.92,106.63,78.167,79.776,93.8,95.732,0.5610999999999999,0.5155000000000001,15.419999999999998,10.810000000000002
1,1406.812367,1717.109668,9,4,0.3403,0.4031,0.7985,0.7874,0.4495999999999999,0.4526,0.5615,0.4677,0.5723,0.5946,16.9,16.91,1.763,1.361,99.5,107.31,0.4964,0.5094999999999998,97.58,106.04,8.809999999999999,-5.23,106.41,100.8,96.549,97.165,13.6892,16.591200000000004,8.78,-5.409999999999999,108.26999999999998,101.89,78.99199999999999,80.00399999999999,94.793,96.002,0.5384,0.5471999999999999,13.98,16.810000000000002
0,1599.562777,1509.570975,5,7,0.3821,0.4133,0.7875,0.8028000000000001,0.474,0.4640000000000001,0.4994,0.5184000000000001,0.6332,0.6266,18.81,18.12,1.709,1.844,110.2,107.95,0.5489,0.5247999999999999,110.66,106.06000000000002,0.7300000000000001,3.5800000000000005,111.4,109.68,99.198,102.054,15.4424,14.109399999999996,2.76,3.26,112.97,111.2,82.25,83.707,98.7,100.45,0.5827000000000001,0.5723,15.669999999999998,14.32
0,1576.250976,1763.366883,7,5,0.3414,0.3625,0.8189,0.7992999999999999,0.4682,0.4411,0.5477000000000001,0.5025999999999999,0.6879,0.6478,20.08,17.86,2.322,1.813,105.89,107.11,0.5316000000000001,0.5165,103.04,103.99,8.029999999999998,1.62,111.05,105.61,102.85800000000002,100.654,13.0265,14.124,5.78,0.34,111.67,107.43,84.208,81.876,101.05,98.25,0.5730000000000001,0.5651000000000002,13.09,14.439999999999998
1,1590.856446,1490.210772,6,6,0.3076,0.4011,0.6795000000000001,0.7522,0.4462999999999999,0.491,0.4784,0.4992999999999999,0.4946,0.5907,15.15,18.55,2.192,1.91,107.35,115.26000000000002,0.491,0.576,105.91,113.23999999999998,-0.8099999999999998,0.5800000000000002,105.1,113.82,97.254,96.65200000000002,10.6126,13.810999999999998,0.3600000000000001,-1.0100000000000002,107.7,114.25000000000004,79.48400000000001,79.625,95.382,95.55,0.5181000000000001,0.6043999999999999,10.86,13.87
0,1562.489466,1533.871191,4,5,0.3673,0.3587,0.7609999999999999,0.7012999999999999,0.4527,0.4675999999999999,0.4846,0.4972,0.5938000000000001,0.5662,16.76,16.77,1.6350000000000002,1.727,111.37,106.51,0.5121,0.5253,110.8,105.46,-2.3200000000000003,-0.8700000000000003,108.48999999999998,104.59,97.434,97.545,14.5116,14.269299999999998,-0.4599999999999999,-0.1100000000000005,110.9,106.41,80.00099999999999,80.136,96.0,96.164,0.5590999999999999,0.5529999999999999,14.89,14.5
1,1718.455497,1522.729474,4,9,0.349,0.3412,0.7619,0.7947000000000001,0.4486,0.4496,0.4606,0.5618000000000001,0.4679,0.585,13.57,17.3,1.213,1.903,112.73,100.53,0.4998,0.4992000000000001,111.31,98.64,-4.42,8.69,106.86,107.35,101.922,96.697,14.8786,12.849200000000002,-2.94,8.420000000000002,109.8,108.94,83.292,79.24199999999999,99.95,95.093,0.5492,0.5414,15.27,13.1
1,1357.346151,1495.409668,5,4,0.4376,0.3199999999999999,0.7355,0.7687999999999999,0.4848,0.4564999999999999,0.4934,0.4777,0.5131,0.603,15.7,17.27,1.376,1.501,115.29,111.68,0.5499,0.5100999999999999,113.12,109.03,-1.63,-5.720000000000001,111.5,103.31,98.428,104.356,15.749,16.482499999999998,-2.06,-6.56,113.23999999999998,105.13,80.57400000000001,85.166,96.691,102.2,0.5859,0.5497,16.009999999999998,16.779999999999998
0,1326.224418,1396.669987,4,1,0.3439,0.3372,0.7777,0.7013,0.4946,0.4478,0.5065,0.4113,0.5448999999999999,0.5552999999999999,16.84,16.05,1.416,1.3910000000000002,109.92,112.86,0.5372,0.5037,108.36999999999998,111.85,-1.089999999999999,-12.62,107.28,99.21,105.876,102.866,16.034399999999998,16.0427,-0.1299999999999993,-12.37,109.79,100.48,86.492,84.71000000000001,103.789,101.65,0.5777,0.5337000000000001,16.45,16.240000000000002
1,1381.026867,1486.908696,4,4,0.3733,0.2992,0.8674,0.7548,0.4311,0.4417000000000001,0.5005000000000001,0.4594000000000001,0.5690000000000001,0.4936999999999999,16.130000000000003,14.51,1.854,1.4819999999999998,106.77,108.6,0.5045,0.4824999999999999,104.53,106.64,1.41,-4.840000000000001,105.94,101.78,96.686,98.048,12.828300000000002,13.6668,-0.1599999999999998,-4.909999999999999,106.61,103.69,79.42,80.21000000000001,95.305,96.25,0.5532,0.5227,12.93,13.95
0,1617.236095,1477.871674,5,6,0.3729999999999999,0.3566,0.7892,0.7905,0.4455,0.4516999999999999,0.4838,0.5224,0.6423,0.6156,18.47,17.259999999999998,2.099,1.88,109.15,108.94,0.498,0.5415,107.39,107.41,-4.159999999999999,9.099999999999998,103.23000000000002,116.53,97.486,102.356,13.8911,13.4249,-3.74,9.06,105.43000000000002,118.00000000000004,79.69999999999999,84.084,95.639,100.9,0.5359,0.5915,14.22,13.580000000000002
1,1504.57227,1487.895598,7,4,0.3662999999999999,0.3998,0.8242,0.7899999999999999,0.4833999999999999,0.4679,0.5158,0.5041,0.6342,0.6407,19.500000000000004,19.08,2.3310000000000004,2.087,107.53000000000002,111.04,0.5348,0.5273,106.05,108.71,3.4900000000000007,-1.3500000000000003,109.53,107.35,95.676,95.534,12.4541,14.2802,3.68,-3.000000000000001,111.2,108.05,78.58200000000001,78.45800000000001,94.3,94.15,0.5749000000000001,0.5609999999999999,12.64,14.39
1,1736.667574,1526.958224,6,6,0.3275,0.3195,0.7951,0.8141999999999999,0.482,0.4593,0.5744,0.5321,0.5999999999999999,0.6891999999999999,18.31,19.89,1.903,2.217,103.42,105.02,0.5207,0.5189,100.72,102.43999999999998,9.69,5.33,110.43,107.75,97.599,101.912,14.3557,13.7928,7.05,3.08,110.48999999999998,108.1,80.21400000000001,83.624,96.257,100.35,0.5623,0.5584,14.38,13.81
1,1556.293407,1481.281634,4,6,0.3273,0.3581,0.7016,0.7694,0.4469,0.4612,0.4886,0.4948,0.5711,0.4493999999999999,15.749999999999996,13.63,1.436,1.285,105.57,105.3,0.4971,0.5094,105.26,103.5,-4.2,1.44,101.07,104.93999999999998,100.569,94.938,15.7398,13.8678,-3.29,1.3299999999999996,102.28,106.63,83.126,77.792,99.75,93.35,0.5382,0.5521,15.94,14.139999999999995
